1, RaunerFirst, RaunerFirst, 90, 90, right, -0.6231689, -3.678711, 142.0622, 20211001, 14:59:15.18679, 600.7442
1, RaunerFirst, RaunerFirst, 90, 90, right, -0.8466492, -3.510986, 143.9919, 20211001, 14:59:15.20038, 600.758
1, RaunerFirst, RaunerFirst, 90, 90, right, -0.8217773, -3.281769, 145.8468, 20211001, 14:59:15.21442, 600.7719
1, RaunerFirst, RaunerFirst, 90, 90, right, -0.7554016, -3.13855, 147.4318, 20211001, 14:59:15.22877, 600.7859
1, RaunerFirst, RaunerFirst, 90, 90, right, -0.78302, -3.101379, 148.7238, 20211001, 14:59:15.24205, 600.7998
1, RaunerFirst, RaunerFirst, 90, 90, right, -0.9112244, -3.033569, 149.8326, 20211001, 14:59:15.25633, 600.8138
1, RaunerFirst, RaunerFirst, 90, 90, right, -1.176971, -2.985657, 150.9965, 20211001, 14:59:15.27019, 600.8276
1, RaunerFirst, RaunerFirst, 90, 90, right, -1.397034, -2.981659, 152.286, 20211001, 14:59:15.28416, 600.8417
1, RaunerFirst, RaunerFirst, 90, 90, right, -1.602081, -2.963379, 153.6616, 20211001, 14:59:15.29782, 600.8555
1, RaunerFirst, RaunerFirst, 90, 90, right, -1.760406, -2.943359, 154.9527, 20211001, 14:59:15.31197, 600.8694
1, RaunerFirst, RaunerFirst, 90, 90, right, -1.858429, -2.880554, 156.0466, 20211001, 14:59:15.32588, 600.8834
1, RaunerFirst, RaunerFirst, 90, 90, right, -1.934998, -2.786438, 156.9307, 20211001, 14:59:15.33953, 600.8973
1, RaunerFirst, RaunerFirst, 90, 90, right, -1.940979, -2.674225, 157.6887, 20211001, 14:59:15.35412, 600.9113
1, RaunerFirst, RaunerFirst, 90, 90, right, -1.898071, -2.575653, 158.3721, 20211001, 14:59:15.36770, 600.9252
1, RaunerFirst, RaunerFirst, 90, 90, right, -1.870117, -2.408081, 158.8313, 20211001, 14:59:15.38123, 600.939
1, RaunerFirst, RaunerFirst, 90, 90, right, -1.884216, -2.287476, 159.1865, 20211001, 14:59:15.39578, 600.9529
1, RaunerFirst, RaunerFirst, 90, 90, right, -1.901794, -2.206024, 159.3875, 20211001, 14:59:15.40975, 600.9669
1, RaunerFirst, RaunerFirst, 90, 90, right, -1.950012, -2.188904, 159.5487, 20211001, 14:59:15.42350, 600.9809
1, RaunerFirst, RaunerFirst, 90, 90, right, -2.017548, -2.230652, 159.7108, 20211001, 14:59:15.43731, 600.9948
1, RaunerFirst, RaunerFirst, 90, 90, right, -2.062286, -2.248199, 159.8599, 20211001, 14:59:15.45128, 601.0087
1, RaunerFirst, RaunerFirst, 90, 90, right, -2.160461, -2.258362, 160.0234, 20211001, 14:59:15.46525, 601.0225
1, RaunerFirst, RaunerFirst, 90, 90, right, -2.307098, -2.289215, 160.2447, 20211001, 14:59:15.47877, 601.0364
1, RaunerFirst, RaunerFirst, 90, 90, right, -2.395203, -2.32196, 160.4798, 20211001, 14:59:15.49326, 601.0504
1, RaunerFirst, RaunerFirst, 90, 90, right, -2.482208, -2.362732, 160.7715, 20211001, 14:59:15.50720, 601.0644
1, RaunerFirst, RaunerFirst, 90, 90, right, -2.51297, -2.384155, 161.0823, 20211001, 14:59:15.52078, 601.0784
1, RaunerFirst, RaunerFirst, 90, 90, right, -2.501404, -2.372833, 161.4312, 20211001, 14:59:15.53479, 601.0923
1, RaunerFirst, RaunerFirst, 90, 90, right, -2.472839, -2.385956, 161.7794, 20211001, 14:59:15.54896, 601.1061
1, RaunerFirst, RaunerFirst, 90, 90, right, -2.442657, -2.40152, 162.1293, 20211001, 14:59:15.56251, 601.12
1, RaunerFirst, RaunerFirst, 90, 90, right, -2.377625, -2.395966, 162.4768, 20211001, 14:59:15.57640, 601.1341
1, RaunerFirst, RaunerFirst, 90, 90, right, -2.341461, -2.362305, 162.8286, 20211001, 14:59:15.59046, 601.1479
1, RaunerFirst, RaunerFirst, 90, 90, right, -2.342316, -2.358337, 163.2099, 20211001, 14:59:15.60437, 601.1618
1, RaunerFirst, RaunerFirst, 90, 90, right, -2.339783, -2.338074, 163.5934, 20211001, 14:59:15.61802, 601.1757
1, RaunerFirst, RaunerFirst, 90, 90, right, -2.304688, -2.316925, 163.953, 20211001, 14:59:15.63208, 601.1896
1, RaunerFirst, RaunerFirst, 90, 90, right, -2.256775, -2.283447, 164.237, 20211001, 14:59:15.64603, 601.2035
1, RaunerFirst, RaunerFirst, 90, 90, right, -2.239563, -2.281494, 164.4515, 20211001, 14:59:15.65987, 601.2176
1, RaunerFirst, RaunerFirst, 90, 90, right, -2.217224, -2.276978, 164.6271, 20211001, 14:59:15.67394, 601.2314
1, RaunerFirst, RaunerFirst, 90, 90, right, -2.226288, -2.257721, 164.8117, 20211001, 14:59:15.68796, 601.2454
1, RaunerFirst, RaunerFirst, 90, 90, right, -2.273926, -2.258881, 165.0343, 20211001, 14:59:15.70157, 601.2593
1, RaunerFirst, RaunerFirst, 90, 90, right, -2.317078, -2.272675, 165.2203, 20211001, 14:59:15.71576, 601.2732
1, RaunerFirst, RaunerFirst, 90, 90, right, -2.310516, -2.324036, 165.3687, 20211001, 14:59:15.72959, 601.287
1, RaunerFirst, RaunerFirst, 90, 90, right, -2.295349, -2.333099, 165.509, 20211001, 14:59:15.74392, 601.3015
1, RaunerFirst, RaunerFirst, 90, 90, right, -2.234161, -2.350922, 165.6691, 20211001, 14:59:15.75726, 601.315
1, RaunerFirst, RaunerFirst, 90, 90, right, -2.177612, -2.38147, 165.8056, 20211001, 14:59:15.77154, 601.3289
1, RaunerFirst, RaunerFirst, 90, 90, right, -2.132935, -2.400177, 165.9025, 20211001, 14:59:15.78572, 601.343
1, RaunerFirst, RaunerFirst, 90, 90, right, -2.079376, -2.414612, 165.9914, 20211001, 14:59:15.79901, 601.3566
1, RaunerFirst, RaunerFirst, 90, 90, right, -2.010468, -2.428467, 166.0878, 20211001, 14:59:15.81316, 601.3706
1, RaunerFirst, RaunerFirst, 90, 90, right, -1.982269, -2.456207, 166.1555, 20211001, 14:59:15.82713, 601.3846
1, RaunerFirst, RaunerFirst, 90, 90, right, -1.942505, -2.496307, 166.211, 20211001, 14:59:15.84085, 601.3985
1, RaunerFirst, RaunerFirst, 90, 90, right, -1.930389, -2.509766, 166.2893, 20211001, 14:59:15.85506, 601.4124
1, RaunerFirst, RaunerFirst, 90, 90, right, -1.922852, -2.527039, 166.3465, 20211001, 14:59:15.86888, 601.4263
1, RaunerFirst, RaunerFirst, 90, 90, right, -1.882721, -2.53775, 166.4053, 20211001, 14:59:15.88284, 601.4402
1, RaunerFirst, RaunerFirst, 90, 90, right, -1.857788, -2.533295, 166.4456, 20211001, 14:59:15.89637, 601.4541
1, RaunerFirst, RaunerFirst, 90, 90, right, -1.822205, -2.573151, 166.4752, 20211001, 14:59:15.91061, 601.4681
1, RaunerFirst, RaunerFirst, 90, 90, right, -1.775574, -2.561981, 166.5248, 20211001, 14:59:15.92452, 601.4821
1, RaunerFirst, RaunerFirst, 90, 90, right, -1.760254, -2.56842, 166.5649, 20211001, 14:59:15.93818, 601.4959
1, RaunerFirst, RaunerFirst, 90, 90, right, -1.741699, -2.547516, 166.6048, 20211001, 14:59:15.95238, 601.5098
1, RaunerFirst, RaunerFirst, 90, 90, right, -1.725128, -2.558777, 166.6365, 20211001, 14:59:15.96645, 601.5237
1, RaunerFirst, RaunerFirst, 90, 90, right, -1.725067, -2.550415, 166.6481, 20211001, 14:59:15.97995, 601.5377
1, RaunerFirst, RaunerFirst, 90, 90, right, -1.738983, -2.532013, 166.6642, 20211001, 14:59:15.99418, 601.5516
1, RaunerFirst, RaunerFirst, 90, 90, right, -1.732666, -2.52005, 166.6657, 20211001, 14:59:16.00808, 601.5656
1, RaunerFirst, RaunerFirst, 90, 90, right, -1.720978, -2.532745, 166.6721, 20211001, 14:59:16.02185, 601.5795
1, RaunerFirst, RaunerFirst, 90, 90, right, -1.71051, -2.526764, 166.664, 20211001, 14:59:16.03583, 601.5934
1, RaunerFirst, RaunerFirst, 90, 90, right, -1.690552, -2.542511, 166.6726, 20211001, 14:59:16.05011, 601.6073
1, RaunerFirst, RaunerFirst, 90, 90, right, -1.693115, -2.556854, 166.6662, 20211001, 14:59:16.06365, 601.6212
1, RaunerFirst, RaunerFirst, 90, 90, right, -1.678528, -2.550018, 166.6461, 20211001, 14:59:16.07734, 601.6351
1, RaunerFirst, RaunerFirst, 90, 90, right, -1.684509, -2.549011, 166.62, 20211001, 14:59:16.09167, 601.6491
1, RaunerFirst, RaunerFirst, 90, 90, right, -1.680359, -2.543213, 166.5879, 20211001, 14:59:16.10556, 601.663
1, RaunerFirst, RaunerFirst, 90, 90, right, -1.680176, -2.548706, 166.5506, 20211001, 14:59:16.11917, 601.6769
1, RaunerFirst, RaunerFirst, 90, 90, right, -1.688904, -2.558258, 166.5216, 20211001, 14:59:16.13352, 601.6909
1, RaunerFirst, RaunerFirst, 90, 90, right, -1.675659, -2.580719, 166.5073, 20211001, 14:59:16.14729, 601.7047
1, RaunerFirst, RaunerFirst, 90, 90, right, -1.676361, -2.605408, 166.4956, 20211001, 14:59:16.16099, 601.7188
1, RaunerFirst, RaunerFirst, 90, 90, right, -1.649719, -2.603241, 166.4636, 20211001, 14:59:16.17511, 601.7326
1, RaunerFirst, RaunerFirst, 90, 90, right, -1.640228, -2.612366, 166.4491, 20211001, 14:59:16.18907, 601.7465
1, RaunerFirst, RaunerFirst, 90, 90, right, -1.601685, -2.645142, 166.4274, 20211001, 14:59:16.20298, 601.7604
1, RaunerFirst, RaunerFirst, 90, 90, right, -1.60257, -2.680328, 166.4371, 20211001, 14:59:16.21665, 601.7744
1, RaunerFirst, RaunerFirst, 90, 90, right, -1.596985, -2.70401, 166.4276, 20211001, 14:59:16.23085, 601.7883
1, RaunerFirst, RaunerFirst, 90, 90, right, -1.59433, -2.713959, 166.4202, 20211001, 14:59:16.24470, 601.8021
1, RaunerFirst, RaunerFirst, 90, 90, right, -1.598785, -2.735779, 166.4004, 20211001, 14:59:16.25841, 601.8162
1, RaunerFirst, RaunerFirst, 90, 90, right, -1.603851, -2.735199, 166.3816, 20211001, 14:59:16.27260, 601.8301
1, RaunerFirst, RaunerFirst, 90, 90, right, -1.601868, -2.732208, 166.3752, 20211001, 14:59:16.28646, 601.8439
1, RaunerFirst, RaunerFirst, 90, 90, right, -1.614197, -2.738739, 166.3648, 20211001, 14:59:16.30022, 601.8579
1, RaunerFirst, RaunerFirst, 90, 90, right, -1.630524, -2.744781, 166.374, 20211001, 14:59:16.31436, 601.8718
1, RaunerFirst, RaunerFirst, 90, 90, right, -1.64743, -2.748718, 166.3959, 20211001, 14:59:16.32828, 601.8857
1, RaunerFirst, RaunerFirst, 90, 90, right, -1.662903, -2.731079, 166.4183, 20211001, 14:59:16.34191, 601.8997
1, RaunerFirst, RaunerFirst, 90, 90, right, -1.679779, -2.729126, 166.4513, 20211001, 14:59:16.35625, 601.9136
1, RaunerFirst, RaunerFirst, 90, 90, right, -1.668823, -2.714691, 166.478, 20211001, 14:59:16.37019, 601.9277
1, RaunerFirst, RaunerFirst, 90, 90, right, -1.639862, -2.688812, 166.5011, 20211001, 14:59:16.38396, 601.9415
1, RaunerFirst, RaunerFirst, 90, 90, right, -1.640076, -2.668823, 166.5236, 20211001, 14:59:16.39761, 601.9553
1, RaunerFirst, RaunerFirst, 90, 90, right, -1.623199, -2.658264, 166.5511, 20211001, 14:59:16.41192, 601.9693
1, RaunerFirst, RaunerFirst, 90, 90, right, -1.610016, -2.653259, 166.5751, 20211001, 14:59:16.42580, 601.9832
1, RaunerFirst, RaunerFirst, 90, 90, right, -1.597931, -2.627258, 166.5677, 20211001, 14:59:16.43938, 601.9971
1, RaunerFirst, RaunerFirst, 90, 90, right, -1.586578, -2.60083, 166.5709, 20211001, 14:59:16.45395, 602.0111
1, RaunerFirst, RaunerFirst, 90, 90, right, -1.583923, -2.599365, 166.5813, 20211001, 14:59:16.46790, 602.0251
1, RaunerFirst, RaunerFirst, 90, 90, right, -1.539673, -2.615356, 166.5837, 20211001, 14:59:16.48110, 602.0388
1, RaunerFirst, RaunerFirst, 90, 90, right, -1.460876, -2.618195, 166.5655, 20211001, 14:59:16.49559, 602.0529
1, RaunerFirst, RaunerFirst, 90, 90, right, -1.452667, -2.623779, 166.5582, 20211001, 14:59:16.50927, 602.0667
1, RaunerFirst, RaunerFirst, 90, 90, right, -1.458008, -2.648743, 166.576, 20211001, 14:59:16.52336, 602.0807
1, RaunerFirst, RaunerFirst, 90, 90, right, -1.461426, -2.675323, 166.5933, 20211001, 14:59:16.53683, 602.0945
1, RaunerFirst, RaunerFirst, 90, 90, right, -1.475708, -2.660339, 166.6125, 20211001, 14:59:16.55109, 602.1085
1, RaunerFirst, RaunerFirst, 90, 90, right, -1.492157, -2.643372, 166.6251, 20211001, 14:59:16.56492, 602.1224
1, RaunerFirst, RaunerFirst, 90, 90, right, -1.480713, -2.647858, 166.6353, 20211001, 14:59:16.57850, 602.1363
1, RaunerFirst, RaunerFirst, 90, 90, right, -1.46283, -2.679291, 166.6466, 20211001, 14:59:16.59285, 602.1503
1, RaunerFirst, RaunerFirst, 90, 90, right, -1.430084, -2.719391, 166.6652, 20211001, 14:59:16.60668, 602.1641
1, RaunerFirst, RaunerFirst, 90, 90, right, -1.415771, -2.729309, 166.6809, 20211001, 14:59:16.62055, 602.1783
1, RaunerFirst, RaunerFirst, 90, 90, right, -1.407928, -2.730835, 166.6913, 20211001, 14:59:16.63480, 602.1922
1, RaunerFirst, RaunerFirst, 90, 90, right, -1.392365, -2.726044, 166.6901, 20211001, 14:59:16.64846, 602.206
1, RaunerFirst, RaunerFirst, 90, 90, right, -1.381409, -2.723938, 166.7001, 20211001, 14:59:16.66208, 602.2198
1, RaunerFirst, RaunerFirst, 90, 90, right, -1.356354, -2.704773, 166.7069, 20211001, 14:59:16.67634, 602.2338
1, RaunerFirst, RaunerFirst, 90, 90, right, -1.347534, -2.712494, 166.7061, 20211001, 14:59:16.69038, 602.2478
1, RaunerFirst, RaunerFirst, 90, 90, right, -1.33786, -2.705627, 166.7114, 20211001, 14:59:16.70458, 602.2617
1, RaunerFirst, RaunerFirst, 90, 90, right, -1.328217, -2.684387, 166.7051, 20211001, 14:59:16.71786, 602.2755
1, RaunerFirst, RaunerFirst, 90, 90, right, -1.315125, -2.663574, 166.6922, 20211001, 14:59:16.73201, 602.2895
1, RaunerFirst, RaunerFirst, 90, 90, right, -1.271759, -2.640961, 166.6512, 20211001, 14:59:16.74639, 602.3039
1, RaunerFirst, RaunerFirst, 90, 90, right, -1.246918, -2.616241, 166.6208, 20211001, 14:59:16.75969, 602.3174
1, RaunerFirst, RaunerFirst, 90, 90, right, -1.204895, -2.601563, 166.5772, 20211001, 14:59:16.77393, 602.3313
1, RaunerFirst, RaunerFirst, 90, 90, right, -1.19043, -2.628754, 166.5707, 20211001, 14:59:16.78778, 602.3453
1, RaunerFirst, RaunerFirst, 90, 90, right, -1.217407, -2.603516, 166.54, 20211001, 14:59:16.80136, 602.3591
1, RaunerFirst, RaunerFirst, 90, 90, right, -1.215698, -2.553741, 166.5234, 20211001, 14:59:16.81562, 602.373
1, RaunerFirst, RaunerFirst, 90, 90, right, -1.211395, -2.543121, 166.5212, 20211001, 14:59:16.82947, 602.387
1, RaunerFirst, RaunerFirst, 90, 90, right, -1.21579, -2.563995, 166.5078, 20211001, 14:59:16.84355, 602.4009
1, RaunerFirst, RaunerFirst, 90, 90, right, -1.222015, -2.565887, 166.4865, 20211001, 14:59:16.85719, 602.4149
1, RaunerFirst, RaunerFirst, 90, 90, right, -1.211914, -2.565155, 166.4865, 20211001, 14:59:16.87133, 602.4288
1, RaunerFirst, RaunerFirst, 90, 90, right, -1.211151, -2.588257, 166.4694, 20211001, 14:59:16.88521, 602.4426
1, RaunerFirst, RaunerFirst, 90, 90, right, -1.199188, -2.600067, 166.4637, 20211001, 14:59:16.89884, 602.4565
1, RaunerFirst, RaunerFirst, 90, 90, right, -1.202545, -2.61908, 166.4519, 20211001, 14:59:16.91297, 602.4704
1, RaunerFirst, RaunerFirst, 90, 90, right, -1.199158, -2.624603, 166.4432, 20211001, 14:59:16.92693, 602.4844
1, RaunerFirst, RaunerFirst, 90, 90, right, -1.195099, -2.630646, 166.4269, 20211001, 14:59:16.94062, 602.4984
1, RaunerFirst, RaunerFirst, 90, 90, right, -1.191803, -2.65686, 166.4185, 20211001, 14:59:16.95487, 602.5123
1, RaunerFirst, RaunerFirst, 90, 90, right, -1.189697, -2.66626, 166.4151, 20211001, 14:59:16.96867, 602.5261
1, RaunerFirst, RaunerFirst, 90, 90, right, -1.192413, -2.680054, 166.4137, 20211001, 14:59:16.98257, 602.54
1, RaunerFirst, RaunerFirst, 90, 90, right, -1.195038, -2.686584, 166.4096, 20211001, 14:59:16.99636, 602.554
2, Fairbanks, Fairbanks, -90, -90, left, 9.220706, -5.899292, -117.8699, 20211001, 14:59:23.02495, 608.5824
2, Fairbanks, Fairbanks, -90, -90, left, 9.353257, -5.901031, -121.5426, 20211001, 14:59:23.03854, 608.5963
2, Fairbanks, Fairbanks, -90, -90, left, 9.889682, -5.804657, -125.2089, 20211001, 14:59:23.05307, 608.6102
2, Fairbanks, Fairbanks, -90, -90, left, 10.40987, -5.571411, -128.9648, 20211001, 14:59:23.06671, 608.6241
2, Fairbanks, Fairbanks, -90, -90, left, 10.71927, -5.334106, -132.6315, 20211001, 14:59:23.08039, 608.6381
2, Fairbanks, Fairbanks, -90, -90, left, 10.97977, -5.106049, -136.2033, 20211001, 14:59:23.09485, 608.652
2, Fairbanks, Fairbanks, -90, -90, left, 11.17165, -4.7612, -139.5459, 20211001, 14:59:23.10871, 608.6659
2, Fairbanks, Fairbanks, -90, -90, left, 11.30781, -4.418121, -142.6542, 20211001, 14:59:23.12207, 608.6798
2, Fairbanks, Fairbanks, -90, -90, left, 11.32052, -4.136536, -145.3568, 20211001, 14:59:23.13620, 608.6937
2, Fairbanks, Fairbanks, -90, -90, left, 11.33777, -3.848328, -147.7519, 20211001, 14:59:23.15025, 608.7077
2, Fairbanks, Fairbanks, -90, -90, left, 11.38783, -3.49649, -149.8695, 20211001, 14:59:23.16410, 608.7216
2, Fairbanks, Fairbanks, -90, -90, left, 11.43998, -3.153229, -151.6367, 20211001, 14:59:23.17775, 608.7355
2, Fairbanks, Fairbanks, -90, -90, left, 11.51597, -2.879578, -153.1573, 20211001, 14:59:23.19205, 608.7495
2, Fairbanks, Fairbanks, -90, -90, left, 11.56321, -2.671204, -154.1972, 20211001, 14:59:23.20626, 608.7634
2, Fairbanks, Fairbanks, -90, -90, left, 11.58093, -2.469818, -154.9485, 20211001, 14:59:23.21973, 608.7773
2, Fairbanks, Fairbanks, -90, -90, left, 11.5931, -2.285004, -155.5391, 20211001, 14:59:23.23415, 608.7913
2, Fairbanks, Fairbanks, -90, -90, left, 11.57766, -2.18924, -155.9359, 20211001, 14:59:23.24795, 608.8051
2, Fairbanks, Fairbanks, -90, -90, left, 11.54927, -2.179474, -156.5011, 20211001, 14:59:23.26139, 608.819
2, Fairbanks, Fairbanks, -90, -90, left, 11.45455, -2.190155, -157.0878, 20211001, 14:59:23.27554, 608.833
2, Fairbanks, Fairbanks, -90, -90, left, 11.34765, -2.143982, -157.7804, 20211001, 14:59:23.28974, 608.847
2, Fairbanks, Fairbanks, -90, -90, left, 11.20869, -2.097931, -158.5442, 20211001, 14:59:23.30348, 608.8608
2, Fairbanks, Fairbanks, -90, -90, left, 11.11653, -2.037659, -159.433, 20211001, 14:59:23.31748, 608.8748
2, Fairbanks, Fairbanks, -90, -90, left, 11.0415, -1.946106, -160.3254, 20211001, 14:59:23.33152, 608.8887
2, Fairbanks, Fairbanks, -90, -90, left, 10.96813, -1.843597, -161.2155, 20211001, 14:59:23.34508, 608.9026
2, Fairbanks, Fairbanks, -90, -90, left, 10.93149, -1.605774, -162.044, 20211001, 14:59:23.35879, 608.9165
2, Fairbanks, Fairbanks, -90, -90, left, 10.92743, -1.438812, -162.7643, 20211001, 14:59:23.37301, 608.9304
2, Fairbanks, Fairbanks, -90, -90, left, 10.96701, -1.334045, -163.4641, 20211001, 14:59:23.38693, 608.9443
2, Fairbanks, Fairbanks, -90, -90, left, 11.03531, -1.272827, -164.0862, 20211001, 14:59:23.40080, 608.9584
2, Fairbanks, Fairbanks, -90, -90, left, 11.03051, -1.261047, -164.5886, 20211001, 14:59:23.41486, 608.9723
2, Fairbanks, Fairbanks, -90, -90, left, 10.99658, -1.288605, -165.0225, 20211001, 14:59:23.42877, 608.9861
2, Fairbanks, Fairbanks, -90, -90, left, 10.99033, -1.275513, -165.4065, 20211001, 14:59:23.44257, 609
2, Fairbanks, Fairbanks, -90, -90, left, 10.91607, -1.272064, -165.6616, 20211001, 14:59:23.45630, 609.014
2, Fairbanks, Fairbanks, -90, -90, left, 10.85936, -1.287689, -165.8536, 20211001, 14:59:23.47041, 609.0279
2, Fairbanks, Fairbanks, -90, -90, left, 10.82919, -1.335754, -166.0209, 20211001, 14:59:23.48440, 609.0419
2, Fairbanks, Fairbanks, -90, -90, left, 10.72621, -1.398285, -166.1348, 20211001, 14:59:23.49788, 609.0556
2, Fairbanks, Fairbanks, -90, -90, left, 10.67695, -1.461121, -166.1797, 20211001, 14:59:23.51215, 609.0696
2, Fairbanks, Fairbanks, -90, -90, left, 10.67852, -1.486115, -166.1691, 20211001, 14:59:23.52611, 609.0835
2, Fairbanks, Fairbanks, -90, -90, left, 10.64782, -1.522461, -166.1222, 20211001, 14:59:23.53985, 609.0975
2, Fairbanks, Fairbanks, -90, -90, left, 10.61657, -1.529755, -166.076, 20211001, 14:59:23.55403, 609.1115
2, Fairbanks, Fairbanks, -90, -90, left, 10.60816, -1.5513, -166.0262, 20211001, 14:59:23.56800, 609.1254
2, Fairbanks, Fairbanks, -90, -90, left, 10.53353, -1.61853, -166.0015, 20211001, 14:59:23.58155, 609.1392
2, Fairbanks, Fairbanks, -90, -90, left, 10.44941, -1.666046, -165.9941, 20211001, 14:59:23.59569, 609.1531
2, Fairbanks, Fairbanks, -90, -90, left, 10.41639, -1.685181, -166.0159, 20211001, 14:59:23.60974, 609.1671
